0.000000000000000000e+00 0.000000000000000000e+00 3.619446888685449618e-18 0.000000000000000000e+00 2.608183367422957713e-02 -7.621783097783071600e-03 3.800878375139340639e-06 9.452111342880574474e-02 -3.661695093279703807e-03 1.130357368918522433e-05
5.025125628140703071e-01 0.000000000000000000e+00 1.310596153501192122e-02 0.000000000000000000e+00 2.608063467343051806e-02 -7.633703408460294597e-03 2.085563917917558462e-06 9.456609086787769181e-02 -3.650139048321579104e-03 6.306810728565658203e-06
1.005025125628140614e+00 0.000000000000000000e+00 2.621192307002386673e-02 0.000000000000000000e+00 2.607943567263145551e-02 -7.645623719137514991e-03 3.702494606957716266e-07 9.461106830694961112e-02 -3.638583003363452667e-03 1.310047767946077682e-06
1.507537688442210921e+00 0.000000000000000000e+00 3.931788460503581051e-02 0.000000000000000000e+00 2.607823667183239991e-02 -7.657544029814737988e-03 -1.345064996526014785e-06 9.465604574602154431e-02 -3.627026958405327531e-03 -3.686715192673498604e-06
2.010050251256281229e+00 0.000000000000000000e+00 5.242384614004772653e-02 0.000000000000000000e+00 2.607703767103333736e-02 -7.669464340491960117e-03 -3.060379453747796962e-06 9.470102318509347750e-02 -3.615470913447201527e-03 -8.683478153293067267e-06
2.512562814070351536e+00 0.000000000000000000e+00 6.552980767505965642e-02 0.000000000000000000e+00 2.607583867023427482e-02 -7.681384651169180511e-03 -4.775693910969580833e-06 9.474600062416541069e-02 -3.603914868489076391e-03 -1.368024111391264017e-05
3.015075376884421843e+00 0.000000000000000000e+00 7.863576921007159326e-02 0.000000000000000000e+00 2.607463966943521574e-02 -7.693304961846402640e-03 -6.491008368191366822e-06 9.479097806323733000e-02 -3.592358823530950387e-03 -1.867700407453221306e-05
3.517587939698492150e+00 0.000000000000000000e+00 9.174173074508353010e-02 0.000000000000000000e+00 2.607344066863615320e-02 -7.705225272523623034e-03 -8.206322825413151116e-06 9.483595550230926319e-02 -3.580802778572825251e-03 -2.367376703515178596e-05
4.020100502512562457e+00 0.000000000000000000e+00 1.048476922800954531e-01 0.000000000000000000e+00 2.607224166783709413e-02 -7.717145583200846030e-03 -9.921637282634936258e-06 9.488093294138119638e-02 -3.569246733614699248e-03 -2.867052999577135886e-05
4.522613065326632764e+00 0.000000000000000000e+00 1.179536538151074038e-01 0.000000000000000000e+00 2.607104266703803505e-02 -7.729065893878068159e-03 -1.163695173985672140e-05 9.492591038045312957e-02 -3.557690688656574111e-03 -3.366729295639093853e-05
